0, 2.801217083, 2.801242530, 12.724
1, 2.801242590, 2.801269260, 13.335
2, 2.801269320, 2.801295919, 13.300
3, 2.801295979, 2.801321697, 12.859
4, 2.801321747, 2.801347405, 12.829
5, 2.801347465, 2.801374565, 13.550
6, 2.801374615, 2.801400563, 12.974
7, 2.801400623, 2.801426341, 12.859
8, 2.801426411, 2.801452019, 12.804
9, 2.801452079, 2.801477776, 12.849
10, 2.801477827, 2.801503795, 12.984
11, 2.801503855, 2.801529943, 13.044
12, 2.801529993, 2.801556362, 13.185
13, 2.801556422, 2.801582410, 12.994
14, 2.801582501, 2.801608639, 13.069
15, 2.801608709, 2.801635158, 13.225
16, 2.801635208, 2.801661086, 12.939
17, 2.801661146, 2.801687185, 13.019
18, 2.801687245, 2.801713203, 12.979
19, 2.801713263, 2.801739111, 12.924
20, 2.801739161, 2.801783653, 22.246
21, 2.801783703, 2.801813008, 14.652
22, 2.801813058, 2.801839046, 12.994
23, 2.801839106, 2.801866236, 13.565
24, 2.801866297, 2.801892906, 13.305
25, 2.801892966, 2.801918964, 12.999
26, 2.801919034, 2.801945123, 13.044
27, 2.801945183, 2.801970760, 12.788
28, 2.801970820, 2.802005885, 17.532
29, 2.802006005, 2.802033236, 13.616
30, 2.802033296, 2.802061558, 14.131
31, 2.802061639, 2.802089270, 13.815
32, 2.802089340, 2.802116430, 13.545
33, 2.802116500, 2.802143591, 13.546
34, 2.802143661, 2.802171542, 13.940
35, 2.802171612, 2.802199194, 13.791
36, 2.802199264, 2.802227065, 13.900
37, 2.802227135, 2.802254696, 13.781
38, 2.802254767, 2.802282117, 13.675
39, 2.802282187, 2.802309608, 13.710
40, 2.802309678, 2.802336688, 13.505
41, 2.802336728, 2.802363809, 13.540
42, 2.802363879, 2.802391821, 13.971
43, 2.802391901, 2.802419312, 13.706
44, 2.802419372, 2.802447023, 13.826
45, 2.802447103, 2.802474694, 13.795
46, 2.802474784, 2.802502305, 13.760
47, 2.802502386, 2.802529636, 13.625
48, 2.802529686, 2.802557157, 13.736
49, 2.802557217, 2.802584468, 13.626
50, 2.802584528, 2.802611638, 13.555
51, 2.802611708, 2.802639229, 13.761
52, 2.802639299, 2.802666680, 13.691
53, 2.802666750, 2.802694131, 13.691
54, 2.802694191, 2.802721973, 13.891
55, 2.802722053, 2.802769370, 23.658
56, 2.802769551, 2.802806980, 18.714
57, 2.802807040, 2.802838959, 15.959
58, 2.802839100, 2.802886748, 23.824
59, 2.802886908, 2.802919248, 16.170
60, 2.802919348, 2.802950166, 15.409
61, 2.802950296, 2.802980041, 14.872
62, 2.802980171, 2.803010658, 15.243
63, 2.803010768, 2.803043298, 16.265
64, 2.803043408, 2.803074696, 15.644
65, 2.803074807, 2.803105604, 15.398
66, 2.803105704, 2.803137292, 15.794
67, 2.803137403, 2.803168921, 15.759
68, 2.803169021, 2.803199778, 15.379
69, 2.803199848, 2.803229223, 14.687
70, 2.803229293, 2.803258778, 14.743
71, 2.803258838, 2.803288893, 15.028
72, 2.803288973, 2.803320472, 15.749
73, 2.803320572, 2.803353052, 16.240
74, 2.803353132, 2.803380163, 13.516
75, 2.803380213, 2.803405750, 12.768
76, 2.803405800, 2.803431778, 12.989
77, 2.803431838, 2.803458959, 13.560
78, 2.803459029, 2.803484766, 12.869
79, 2.803484827, 2.803510184, 12.678
80, 2.803510254, 2.803536222, 12.984
81, 2.803536282, 2.803562921, 13.320
82, 2.803562971, 2.803588499, 12.764
83, 2.803588559, 2.803614026, 12.734
84, 2.803614076, 2.803640555, 13.240
85, 2.803640615, 2.803666463, 12.924
86, 2.803666523, 2.803693133, 13.305
87, 2.803693193, 2.803719201, 13.004
88, 2.803719261, 2.803744628, 12.684
89, 2.803744688, 2.803770686, 12.999
90, 2.803770746, 2.803797566, 13.410
91, 2.803797626, 2.803823374, 12.874
92, 2.803823434, 2.803850063, 13.315
93, 2.803850124, 2.803875941, 12.909
94, 2.803875992, 2.803902621, 13.314
95, 2.803902681, 2.803929120, 13.220
96, 2.803929180, 2.803955840, 13.330
97, 2.803955910, 2.803981828, 12.959
98, 2.803981888, 2.804007535, 12.824
99, 2.804007595, 2.804033143, 12.774
100, 2.804033203, 2.804058330, 12.563
101, 2.804058390, 2.804084658, 13.134
102, 2.804084728, 2.804111027, 13.149
103, 2.804111087, 2.804137216, 13.065
104, 2.804137266, 2.804163064, 12.899
105, 2.804163134, 2.804189362, 13.114
106, 2.804189422, 2.804216042, 13.310
107, 2.804216112, 2.804241609, 12.748
108, 2.804241669, 2.804267858, 13.095
109, 2.804267918, 2.804293335, 12.708
110, 2.804293415, 2.804318973, 12.779
111, 2.804319033, 2.804345933, 13.450
112, 2.804345993, 2.804371710, 12.858
113, 2.804371770, 2.804398460, 13.345
114, 2.804398520, 2.804425099, 13.289
115, 2.804425159, 2.804451378, 13.109
116, 2.804451438, 2.804477246, 12.904
117, 2.804477296, 2.804502803, 12.753
118, 2.804502853, 2.804528421, 12.784
